artist,poem name,text,syllables
Dylan Thomas,Altarwise By Owl-Light,"And, from his fork, a dog among the fairies",11
Dylan Thomas,Altarwise By Owl-Light,The atlas-eater with a jaw for news,10
Dylan Thomas,Altarwise By Owl-Light,Bit out the mandrake with to-morrows scream,10
Dylan Thomas,Altarwise By Owl-Light,"Then, penny-eyed, that gentlemen of wounds",10
Dylan Thomas,Altarwise By Owl-Light,Old cock from nowheres and the heaven's egg,10
Dylan Thomas,Altarwise By Owl-Light,With bones unbuttoned to the half-way winds,10
Dylan Thomas,Altarwise By Owl-Light,Hatched from the windy salvage on one leg,10
Dylan Thomas,Altarwise By Owl-Light,Scraped at my cradle in a walking word,10
Dylan Thomas,Altarwise By Owl-Light,That night of time under the Christward shelter,11
Dylan Thomas,Altarwise By Owl-Light,"I am the long world's gentlemen, he said",10
Dylan Thomas,Altarwise By Owl-Light,And share my bed with Capricorn and Cancer,11
Dylan Thomas,Altarwise By Owl-Light,"Death is all metaphors, shape in one history; ",12
Dylan Thomas,Altarwise By Owl-Light,The child that sucketh long is shooting up,10
Dylan Thomas,Altarwise By Owl-Light,The planet-ducted pelican of circles,11
Dylan Thomas,Altarwise By Owl-Light,Weans on an artery the genders strip; ,10
Dylan Thomas,Altarwise By Owl-Light,Child of the short spark in a shapeless country,11
Dylan Thomas,Altarwise By Owl-Light,Soon sets alight a long stick from the cradle; ,11
Dylan Thomas,Altarwise By Owl-Light,The horizontal cross-bones of Abaddon,11
Dylan Thomas,Altarwise By Owl-Light,You by the cavern over the black stairs,10
Dylan Thomas,Altarwise By Owl-Light,"Rung bone and blade, the verticals of Adam",11
Dylan Thomas,Altarwise By Owl-Light,"And, manned by midnight, Jacob to the stars",10
Dylan Thomas,Altarwise By Owl-Light,"Hairs of your head, then said the hollow agent",11
Dylan Thomas,Altarwise By Owl-Light,Are but the roots of nettles and feathers,10
Dylan Thomas,Altarwise By Owl-Light,Over the groundworks thrusting through a pavement,11
Dylan Thomas,Altarwise By Owl-Light,And hemlock-headed in the wood of weathers,11
Dylan Thomas,Altarwise By Owl-Light,First there was the lamb on knocking knees,9
Dylan Thomas,Altarwise By Owl-Light,And three dead seasons on a climbing grave,10
Dylan Thomas,Altarwise By Owl-Light,That Adam's wether in the flock of horns,10
Dylan Thomas,Altarwise By Owl-Light,Butt of the tree-tailed worm that mounted Eve,10
Dylan Thomas,Altarwise By Owl-Light,Horned down with skullfoot and the skull of toes,10
Dylan Thomas,Altarwise By Owl-Light,On thunderous pavements in the garden of time; ,12
Dylan Thomas,Altarwise By Owl-Light,"Rip of the vaults, I took my marrow-ladle",11
Dylan Thomas,Altarwise By Owl-Light,Out of the wrinkled undertaker's van,10
Dylan Thomas,Altarwise By Owl-Light,"And, Rip Van Winkle from a timeless cradle",11
Dylan Thomas,Altarwise By Owl-Light,Dipped me breast-deep in the descending bone; ,10
Dylan Thomas,Altarwise By Owl-Light,"The black ram, shuffling of the year, old winter",11
Dylan Thomas,Altarwise By Owl-Light,Alone alive among his mutton fold,10
Dylan Thomas,Altarwise By Owl-Light,We rung our weathering changes on the ladder,12
Dylan Thomas,Altarwise By Owl-Light,"Said the antipodes, and twice spring chimed",10
Dylan Thomas,Altarwise By Owl-Light,What is the metre of the dictionary? ,11
Dylan Thomas,Altarwise By Owl-Light,The size of genesis? the short spark's gender? ,11
Dylan Thomas,Altarwise By Owl-Light,Shade without shape? the shape of the Pharaohs echo? ,13
Dylan Thomas,Altarwise By Owl-Light,My shape of age nagging the wounded whisper. ,11
Dylan Thomas,Altarwise By Owl-Light,Which sixth of wind blew out the burning gentry? ,11
Dylan Thomas,Altarwise By Owl-Light,Questions are hunchbacks to the poker marrow. ,11
Dylan Thomas,Altarwise By Owl-Light,What of a bamboo man amomg your acres? ,11
Dylan Thomas,Altarwise By Owl-Light,Corset the boneyards for a crooked boy? ,11
Dylan Thomas,Altarwise By Owl-Light,Button your bodice on a hump of splinters,11
Dylan Thomas,Altarwise By Owl-Light,My camel's eyes will needle through the shroud,10
Dylan Thomas,Altarwise By Owl-Light,Loves reflection of the mushroom features,10
Dylan Thomas,Altarwise By Owl-Light,Still snapped by night in the bread-sided field,10
Dylan Thomas,Altarwise By Owl-Light,Once close-up smiling in the wall of pictures,11
Dylan Thomas,Among Those Killed In The Dawn Raid Was A Man Aged A Hundred,When the morning was waking over the war,11
Dylan Thomas,Among Those Killed In The Dawn Raid Was A Man Aged A Hundred,He put on his clothes and stepped out and he died,11
Dylan Thomas,Among Those Killed In The Dawn Raid Was A Man Aged A Hundred,The locks yawned loose and a blast blew them wide,10
Dylan Thomas,Among Those Killed In The Dawn Raid Was A Man Aged A Hundred,He dropped where he loved on the burst pavement stone,11
Dylan Thomas,Among Those Killed In The Dawn Raid Was A Man Aged A Hundred,And the funeral grains of the slaughtered floor,11
Dylan Thomas,Among Those Killed In The Dawn Raid Was A Man Aged A Hundred,Tell his street on its back he stopped a sun,10
Dylan Thomas,Among Those Killed In The Dawn Raid Was A Man Aged A Hundred,And the craters of his eyes grew springshots and fire,12
Dylan Thomas,Among Those Killed In The Dawn Raid Was A Man Aged A Hundred,"When all the keys shot from the locks, and rang",10
Dylan Thomas,Among Those Killed In The Dawn Raid Was A Man Aged A Hundred,Dig no more for the chains of his grey-haired heart,11
Dylan Thomas,Among Those Killed In The Dawn Raid Was A Man Aged A Hundred,The heavenly ambulance drawn by a wound,11
Dylan Thomas,Among Those Killed In The Dawn Raid Was A Man Aged A Hundred,Assembling waits for the spade's ring on the cage,11
Dylan Thomas,Among Those Killed In The Dawn Raid Was A Man Aged A Hundred,O keep his bones away from the common cart,11
Dylan Thomas,Among Those Killed In The Dawn Raid Was A Man Aged A Hundred,The morning is flying on the wings of his age,12
Dylan Thomas,And Death Shall Have No Dominion,And death shall have no dominion,8
Dylan Thomas,And Death Shall Have No Dominion,Dead man naked they shall be one,8
Dylan Thomas,And Death Shall Have No Dominion,With the man in the wind and the west moon; ,10
Dylan Thomas,And Death Shall Have No Dominion,When their bones are picked clean and the clean bones gone,11
Dylan Thomas,And Death Shall Have No Dominion,They shall have stars at elbow and foot; ,9
Dylan Thomas,And Death Shall Have No Dominion,Though they go mad they shall be sane,8
Dylan Thomas,And Death Shall Have No Dominion,Though they sink through the sea they shall rise again; ,11
Dylan Thomas,And Death Shall Have No Dominion,Though lovers be lost love shall not; ,8
Dylan Thomas,And Death Shall Have No Dominion,Under the windings of the sea,8
Dylan Thomas,And Death Shall Have No Dominion,They lying long shall not die windily; ,10
Dylan Thomas,And Death Shall Have No Dominion,Twisting on racks when sinews give way,9
Dylan Thomas,And Death Shall Have No Dominion,"Strapped to a wheel, yet they shall not break; ",9
Dylan Thomas,And Death Shall Have No Dominion,Faith in their hands shall snap in two,8
Dylan Thomas,And Death Shall Have No Dominion,And the unicorn evils run them through; ,10
Dylan Thomas,And Death Shall Have No Dominion,Split all ends up they shan't crack; ,7
Dylan Thomas,And Death Shall Have No Dominion,No more may gulls cry at their ears,8
Dylan Thomas,And Death Shall Have No Dominion,Or waves break loud on the seashores; ,8
Dylan Thomas,And Death Shall Have No Dominion,Where blew a flower may a flower no more,11
Dylan Thomas,And Death Shall Have No Dominion,Lift its head to the blows of the rain; ,9
Dylan Thomas,And Death Shall Have No Dominion,Though they be mad and dead as nails,8
Dylan Thomas,And Death Shall Have No Dominion,Heads of the characters hammer through daisies; ,11
Dylan Thomas,And Death Shall Have No Dominion,Break in the sun till the sun breaks down,9
Dylan Thomas,Author`S Prologue,This day winding down now,6
Dylan Thomas,Author`S Prologue,At God speeded summer's end,7
Dylan Thomas,Author`S Prologue,In the torrent salmon sun,7
Dylan Thomas,Author`S Prologue,In my seashaken house,6
Dylan Thomas,Author`S Prologue,On a breakneck of rocks,6
Dylan Thomas,Author`S Prologue,Tangled with chirrup and fruit,7
Dylan Thomas,Author`S Prologue,"Froth, flute, fin, and quill",5
Dylan Thomas,Author`S Prologue,At a wood's dancing hoof,6
Dylan Thomas,Author`S Prologue,"By scummed, starfish sands",5
Dylan Thomas,Author`S Prologue,With their fishwife cross,5
Dylan Thomas,Author`S Prologue,"Gulls, pipers, cockles, and snails",7
Dylan Thomas,Author`S Prologue,"Out there, crow black, men",5
Dylan Thomas,Author`S Prologue,"Tackled with clouds, who kneel",6
Dylan Thomas,Author`S Prologue,To the sunset nets,5
Dylan Thomas,Author`S Prologue,"Geese nearly in heaven, boys",7
Dylan Thomas,Author`S Prologue,"Stabbing, and herons, and shells",7
Dylan Thomas,Author`S Prologue,That speak seven seas,5
Dylan Thomas,Author`S Prologue,Eternal waters away,7
Dylan Thomas,Author`S Prologue,From the cities of nine,6
Dylan Thomas,Author`S Prologue,Days' night whose towers will catch,7
Dylan Thomas,Author`S Prologue,In the religious wind,6
Dylan Thomas,Author`S Prologue,"Like stalks of tall, dry straw",6
Dylan Thomas,Author`S Prologue,At poor peace I sing,5
Dylan Thomas,Author`S Prologue,To you strangers though song,6
Dylan Thomas,Author`S Prologue,Is a burning and crested act,8
Dylan Thomas,Author`S Prologue,The fire of birds in,5
Dylan Thomas,Author`S Prologue,The world's turning wood,5
Dylan Thomas,Author`S Prologue,"For my swan, splay sounds",5
Dylan Thomas,Author`S Prologue,Out of these seathumbed leaves,6
Dylan Thomas,Author`S Prologue,That will fly and fall,5
Dylan Thomas,Author`S Prologue,Like leaves of trees and as soon,7
Dylan Thomas,Author`S Prologue,Crumble and undie,5
Dylan Thomas,Author`S Prologue,Into the dogdayed night,6
Dylan Thomas,Author`S Prologue,"Seaward the salmon, sucked sun slips",8
Dylan Thomas,Author`S Prologue,And the dumb swans drub blue,6
Dylan Thomas,Author`S Prologue,"My dabbed bay's dusk, as I hack",7
Dylan Thomas,Author`S Prologue,This rumpus of shapes,5
Dylan Thomas,Author`S Prologue,For you to know,4
Dylan Thomas,Author`S Prologue,"How I, a spining man",6
Dylan Thomas,Author`S Prologue,"Glory also this star, bird",7
Dylan Thomas,Author`S Prologue,"Roared, sea born, man torn, blood blest",7
Dylan Thomas,Author`S Prologue,Hark: I trumpet the place,6
Dylan Thomas,Author`S Prologue,From fish to jumping hill Look,7
Dylan Thomas,Author`S Prologue,I build my bellowing ark,7
Dylan Thomas,Author`S Prologue,To the best of my love,6
Dylan Thomas,Author`S Prologue,As the flood begins,5
Dylan Thomas,Author`S Prologue,Out of the fountainhead,6
Dylan Thomas,Author`S Prologue,"Of fear, rage read, manalive",7
Dylan Thomas,Author`S Prologue,Molten and mountainous to stream,8
Dylan Thomas,Author`S Prologue,Over the wound asleep,6
Dylan Thomas,Author`S Prologue,Sheep white hollow farms,5
Dylan Thomas,Author`S Prologue,To Wales in my arms,5
Dylan Thomas,Author`S Prologue,"Hoo, there, in castle keep",6
Dylan Thomas,Author`S Prologue,"You king singsong owls, who moonbeam",8
Dylan Thomas,Author`S Prologue,The flickering runs and dive,7
Dylan Thomas,Author`S Prologue,The dingle furred deer dead,6
Dylan Thomas,Author`S Prologue,"Huloo, on plumbed bryns",5
Dylan Thomas,Author`S Prologue,O my ruffled ring dove,6
Dylan Thomas,Author`S Prologue,"in the hooting, nearly dark",7
Dylan Thomas,Author`S Prologue,With Welsh and reverent rook,7
Dylan Thomas,Author`S Prologue,Coo rooning the woods' praise,6
Dylan Thomas,Author`S Prologue,who moons her blue notes from her nest,8
Dylan Thomas,Author`S Prologue,Down to the curlew herd,6
Dylan Thomas,Author`S Prologue,"Ho, hullaballoing clan",7
Dylan Thomas,Author`S Prologue,"Agape, with woe",4
Dylan Thomas,Author`S Prologue,"In your beaks, on the gabbing capes",8
Dylan Thomas,Author`S Prologue,"Heigh, on horseback hill, jack",6
Dylan Thomas,Author`S Prologue,Whisking hare who,4
Dylan Thomas,Author`S Prologue,"Hears, there, this fox light, my flood ship's",8
Dylan Thomas,Author`S Prologue,Clangour as I hew and smite,7
Dylan Thomas,Author`S Prologue,A clash of anvils for my,7
Dylan Thomas,Author`S Prologue,"Hubbub and fiddle, this tune",7
Dylan Thomas,Author`S Prologue,On atounged puffball,5
Dylan Thomas,Author`S Prologue,But animals thick as theives,7
Dylan Thomas,Author`S Prologue,On God's rough tumbling grounds,6
Dylan Thomas,Author`S Prologue,Hail to His beasthood,5
Dylan Thomas,Author`S Prologue,Beasts who sleep good and thin,6
Dylan Thomas,Author`S Prologue,"Hist, in hogback woods The haystacked",8
Dylan Thomas,Author`S Prologue,Hollow farms ina throng,6
Dylan Thomas,Author`S Prologue,Of waters cluck and cling,6
Dylan Thomas,Author`S Prologue,And barnroofs cockcrow war,6
Dylan Thomas,Author`S Prologue,O kingdom of neighbors finned,7
Dylan Thomas,Author`S Prologue,"Felled and quilled, flash to my patch",7
Dylan Thomas,Author`S Prologue,Work ark and the moonshine,6
Dylan Thomas,Author`S Prologue,Drinking Noah of the bay,7
Dylan Thomas,Author`S Prologue,"With pelt, and scale, and fleece",6
Dylan Thomas,Author`S Prologue,Only the drowned deep bells,6
Dylan Thomas,Author`S Prologue,Of sheep and churches noise,6
Dylan Thomas,Author`S Prologue,Poor peace as the sun sets,6
Dylan Thomas,Author`S Prologue,And dark shoals every holy field,8
Dylan Thomas,Author`S Prologue,We will ride out alone then,7
Dylan Thomas,Author`S Prologue,Under the stars of Wales,6
Dylan Thomas,Author`S Prologue,"Cry, Multiudes of arks Across",8
Dylan Thomas,Author`S Prologue,The water lidded lands,6
Dylan Thomas,Author`S Prologue,Manned with their loves they'll move,6
Dylan Thomas,Author`S Prologue,"Like wooden islands, hill to hill",8
Dylan Thomas,Author`S Prologue,"Huloo, my prowed dove with a flute",8
Dylan Thomas,Author`S Prologue,"Ahoy, old, sea-legged fox",6
Dylan Thomas,Author`S Prologue,Tom tit and Dai mouse,5
Dylan Thomas,Author`S Prologue,My ark sings in the sun,6
Dylan Thomas,Because The Pleasure-Bird Whistles,Because the pleasure-bird whistles after the hot wires,13
Dylan Thomas,Because The Pleasure-Bird Whistles,Shall the blind horse sing sweeter?,7
Dylan Thomas,Because The Pleasure-Bird Whistles,Convenient bird and beast lie lodged to suffer,11
Dylan Thomas,Because The Pleasure-Bird Whistles,The supper and knives of a mood,8
Dylan Thomas,Because The Pleasure-Bird Whistles,In the sniffed and poured snow on the tip of the tongue of the year,15
Dylan Thomas,Because The Pleasure-Bird Whistles,That clouts the spittle like bubbles with broken rooms,12
Dylan Thomas,Because The Pleasure-Bird Whistles,"An enamoured man alone by the twigs of his eyes, two fires",15
Dylan Thomas,Because The Pleasure-Bird Whistles,Camped in the drug-white shower of nerves and food,11
Dylan Thomas,Because The Pleasure-Bird Whistles,Savours the lick of the times through a deadly wood of hair,14
Dylan Thomas,Because The Pleasure-Bird Whistles,In a wind that plucked a goose,7
Dylan Thomas,Because The Pleasure-Bird Whistles,"Nor ever, as the wild tongue breaks its tombs",10
Dylan Thomas,Because The Pleasure-Bird Whistles,"Rounds to look at the red, wagged root",8
Dylan Thomas,Because The Pleasure-Bird Whistles,"Because there stands, one story out of the bum city",13
Dylan Thomas,Because The Pleasure-Bird Whistles,That frozen wife whose juices drift like a fixed sea,12
Dylan Thomas,Because The Pleasure-Bird Whistles,Secretly in statuary,8
Dylan Thomas,Because The Pleasure-Bird Whistles,"Shall I, struck on the hot and rocking street",10
Dylan Thomas,Because The Pleasure-Bird Whistles,Not spin to stare at an old year,8
Dylan Thomas,Because The Pleasure-Bird Whistles,Toppling and burning in the muddle of towers and galleries,16
Dylan Thomas,Because The Pleasure-Bird Whistles,Like the mauled pictures of boys?,7
Dylan Thomas,Because The Pleasure-Bird Whistles,The salt person and blasted place,8
Dylan Thomas,Because The Pleasure-Bird Whistles,I furnish with the meat of a fable;,10
Dylan Thomas,Because The Pleasure-Bird Whistles,"If the dead starve, their stomachs turn to tumble",11
Dylan Thomas,Because The Pleasure-Bird Whistles,An upright man in the antipodes,10
Dylan Thomas,Because The Pleasure-Bird Whistles,Or spray-based and rock-chested sea,8
Dylan Thomas,Before I Knocked,Before I knocked and flesh let enter,9
Dylan Thomas,Before I Knocked,With liquid hands tapped on the womb,8
Dylan Thomas,Before I Knocked,I who was as shapeless as the water,10
Dylan Thomas,Before I Knocked,That shaped the Jordan near my home,8
Dylan Thomas,Before I Knocked,Was brother to Mnetha's daughter,8
Dylan Thomas,Before I Knocked,And sister to the fathering worm,9
Dylan Thomas,Before I Knocked,I who was deaf to spring and summer,9
Dylan Thomas,Before I Knocked,Who knew not sun nor moon by name,8
Dylan Thomas,Before I Knocked,Felt thud beneath my flesh's armour,8
Dylan Thomas,Before I Knocked,As yet was in a molten form,8
Dylan Thomas,Before I Knocked,"The leaden stars, the rainy hammer",9
Dylan Thomas,Before I Knocked,Swung by my father from his dome,8
Dylan Thomas,Before I Knocked,I knew the message of the winter,9
Dylan Thomas,Before I Knocked,"The darted hail, the childish snow",8
Dylan Thomas,Before I Knocked,And the wind was my sister suitor;,9
Dylan Thomas,Before I Knocked,"Wind in me leaped, the hellborn dew;",8
Dylan Thomas,Before I Knocked,My veins flowed with the Eastern weather;,9
Dylan Thomas,Before I Knocked,Ungotten I knew night and day,8
Dylan Thomas,Before I Knocked,"As yet ungotten, I did suffer;",9
Dylan Thomas,Before I Knocked,The rack of dreams my lily bones,8
Dylan Thomas,Before I Knocked,Did twist into a living cipher,9
Dylan Thomas,Before I Knocked,And flesh was snipped to cross the lines,8
Dylan Thomas,Before I Knocked,Of gallow crosses on the liver,9
Dylan Thomas,Before I Knocked,And brambles in the wringing brains,8
Dylan Thomas,Before I Knocked,My throat knew thirst before the structure,9
Dylan Thomas,Before I Knocked,Of skin and vein around the well,8
Dylan Thomas,Before I Knocked,Where words and water make a mixture,9
Dylan Thomas,Before I Knocked,Unfailing till the blood runs foul;,8
Dylan Thomas,Before I Knocked,"My heart knew love, my belly hunger;",9
Dylan Thomas,Before I Knocked,I smelt the maggot in my stool,8
Dylan Thomas,Before I Knocked,And time cast forth my mortal creature,9
Dylan Thomas,Before I Knocked,To drift or drown upon the seas,8
Dylan Thomas,Before I Knocked,Acquainted with the salt adventure,9
Dylan Thomas,Before I Knocked,Of tides that never touch the shores,8
Dylan Thomas,Before I Knocked,I who was rich was made the richer,9
Dylan Thomas,Before I Knocked,By sipping at the vine of days,8
Dylan Thomas,Before I Knocked,"I, born of flesh and ghost, was neither",9
Dylan Thomas,Before I Knocked,"A ghost nor man, but mortal ghost",8
Dylan Thomas,Before I Knocked,And I was struck down by death's feather,9
Dylan Thomas,Before I Knocked,I was a mortal to the last,8
Dylan Thomas,Before I Knocked,Long breath that carried to my father,9
Dylan Thomas,Before I Knocked,The message of his dying christ,8
Dylan Thomas,Before I Knocked,You who bow down at cross and altar,9
Dylan Thomas,Before I Knocked,Remember me and pity Him,8
Dylan Thomas,Before I Knocked,Who took my flesh and bone for armour,9
Dylan Thomas,Being But Men,"Being but men, we walked into the trees",10
Dylan Thomas,Being But Men,"Afraid, letting our syllables be soft",10
Dylan Thomas,Being But Men,For fear of waking the rooks,7
Dylan Thomas,Being But Men,For fear of coming,5
Dylan Thomas,Being But Men,Noiselessly into a world of wings and cries,11
Dylan Thomas,Being But Men,If we were children we might climb,8
Dylan Thomas,Being But Men,"Catch the rooks sleeping, and break no twig",9
Dylan Thomas,Being But Men,"And, after the soft ascent",7
Dylan Thomas,Being But Men,Thrust out our heads above the branches,9
Dylan Thomas,Being But Men,To wonder at the unfailing stars,9
Dylan Thomas,Being But Men,"Out of confusion, as the way is",9
Dylan Thomas,Being But Men,"And the wonder, that man knows",7
Dylan Thomas,Being But Men,Out of the chaos would come bliss,8
Dylan Thomas,Being But Men,"That, then, is loveliness, we said",8
Dylan Thomas,Being But Men,Children in wonder watching the stars,9
Dylan Thomas,Being But Men,Is the aim and the end,6
Dylan Thomas,Ceremony After A Fire Raid,Myselves,2
Dylan Thomas,Ceremony After A Fire Raid,The grievers,3
Dylan Thomas,Ceremony After A Fire Raid,Grieve,1
Dylan Thomas,Ceremony After A Fire Raid,Among the street burned to tireless death,9
Dylan Thomas,Ceremony After A Fire Raid,A child of a few hours,6
Dylan Thomas,Ceremony After A Fire Raid,With its kneading mouth,5
Dylan Thomas,Ceremony After A Fire Raid,Charred on the black breast of the grave,8
Dylan Thomas,Ceremony After A Fire Raid,"The mother dug, and its arms full of fires",10
Dylan Thomas,Ceremony After A Fire Raid,Begin,2
Dylan Thomas,Ceremony After A Fire Raid,With singing,3
Dylan Thomas,Ceremony After A Fire Raid,Sing,1
Dylan Thomas,Ceremony After A Fire Raid,Darkness kindled back into beginning,10
Dylan Thomas,Ceremony After A Fire Raid,When the caught tongue nodded blind,7
Dylan Thomas,Ceremony After A Fire Raid,A star was broken,5
Dylan Thomas,Ceremony After A Fire Raid,Into the centuries of the child,9
Dylan Thomas,Ceremony After A Fire Raid,"Myselves grieve now, and miracles cannot atone",12
Dylan Thomas,Ceremony After A Fire Raid,Forgive,2
Dylan Thomas,Ceremony After A Fire Raid,Us forgive,3
Dylan Thomas,Ceremony After A Fire Raid,Us your death that myselves the believers,10
Dylan Thomas,Ceremony After A Fire Raid,May hold it in a great flood,7
Dylan Thomas,Ceremony After A Fire Raid,Till the blood shall spurt,5
Dylan Thomas,Ceremony After A Fire Raid,And the dust shall sing like a bird,8
Dylan Thomas,Ceremony After A Fire Raid,"As the grains blow, as your death grows, through our heart",11
Dylan Thomas,Ceremony After A Fire Raid,Crying,2
Dylan Thomas,Ceremony After A Fire Raid,Your dying,3
Dylan Thomas,Ceremony After A Fire Raid,Cry,1
Dylan Thomas,Ceremony After A Fire Raid,"Child beyond cockcrow, by the fire-dwarfed",9
Dylan Thomas,Ceremony After A Fire Raid,Street we chant the flying sea,7
Dylan Thomas,Ceremony After A Fire Raid,In the body bereft,6
Dylan Thomas,Ceremony After A Fire Raid,Love is the last light spoken. Oh,8
Dylan Thomas,Ceremony After A Fire Raid,Seed of sons in the loin of the black husk left,11
Dylan Thomas,Ceremony After A Fire Raid,I know not whether,5
Dylan Thomas,Ceremony After A Fire Raid,"Adam or Eve, the adorned holy bullock",11
Dylan Thomas,Ceremony After A Fire Raid,Or the white ewe lamb,5
Dylan Thomas,Ceremony After A Fire Raid,Or the chosen virgin,6
Dylan Thomas,Ceremony After A Fire Raid,Laid in her snow,4
Dylan Thomas,Ceremony After A Fire Raid,On the altar of London,7
Dylan Thomas,Ceremony After A Fire Raid,Was the first to die,5
Dylan Thomas,Ceremony After A Fire Raid,In the cinder of the little skull,9
Dylan Thomas,Ceremony After A Fire Raid,O bride and bride groom,5
Dylan Thomas,Ceremony After A Fire Raid,O Adam and Eve together,8
Dylan Thomas,Ceremony After A Fire Raid,Lying in the lull,5
Dylan Thomas,Ceremony After A Fire Raid,Under the sad breast of the head stone,9
Dylan Thomas,Ceremony After A Fire Raid,White as the skeleton,6
Dylan Thomas,Ceremony After A Fire Raid,Of the garden of Eden,7
Dylan Thomas,Ceremony After A Fire Raid,I know the legend,5
Dylan Thomas,Ceremony After A Fire Raid,Of Adam and Eve is never for a second,12
Dylan Thomas,Ceremony After A Fire Raid,Silent in my service,6
Dylan Thomas,Ceremony After A Fire Raid,Over the dead infants,6
Dylan Thomas,Ceremony After A Fire Raid,Over the one,4
Dylan Thomas,Ceremony After A Fire Raid,Child who was priest and servants,7
Dylan Thomas,Ceremony After A Fire Raid,"Word, singers, and tongue",5
Dylan Thomas,Ceremony After A Fire Raid,Who was the serpent's,5
Dylan Thomas,Ceremony After A Fire Raid,Night fall and the fruit like a sun,8
Dylan Thomas,Ceremony After A Fire Raid,Man and woman undone,6
Dylan Thomas,Ceremony After A Fire Raid,Beginning crumbled back to darkness,9
Dylan Thomas,Ceremony After A Fire Raid,Bare as nurseries,5
Dylan Thomas,Ceremony After A Fire Raid,Of the garden of wilderness,8
Dylan Thomas,Ceremony After A Fire Raid,Into the organpipes and steeples,9
Dylan Thomas,Ceremony After A Fire Raid,Of the luminous cathedrals,8
Dylan Thomas,Ceremony After A Fire Raid,Into the weathercocks' molten mouths,9
Dylan Thomas,Ceremony After A Fire Raid,Rippling in twelve-winded circles,8
Dylan Thomas,Ceremony After A Fire Raid,Into the dead clock burning the hour,9
Dylan Thomas,Ceremony After A Fire Raid,Over the urn of sabbaths,7
Dylan Thomas,Ceremony After A Fire Raid,Over the whirling ditch of daybreak,9
Dylan Thomas,Ceremony After A Fire Raid,Over the sun's hovel and the slum of fire,11
Dylan Thomas,Ceremony After A Fire Raid,And the golden pavements laid in requiems,11
Dylan Thomas,Ceremony After A Fire Raid,Into the bread in a wheatfield of flames,10
Dylan Thomas,Ceremony After A Fire Raid,Into the wine burning like brandy,9
Dylan Thomas,Ceremony After A Fire Raid,The masses of the sea,6
Dylan Thomas,Ceremony After A Fire Raid,The masses of the sea under,8
Dylan Thomas,Ceremony After A Fire Raid,The masses of the infant-bearing sea,10
Dylan Thomas,Ceremony After A Fire Raid,"Erupt, fountain, and enter to utter for ever",13
Dylan Thomas,Ceremony After A Fire Raid,Glory glory glory,6
Dylan Thomas,Clown In The Moon,My tears are like the quiet drift,8
Dylan Thomas,Clown In The Moon,Of petals from some magic rose;,8
Dylan Thomas,Clown In The Moon,And all my grief flows from the rift,8
Dylan Thomas,Clown In The Moon,Of unremembered skies and snows,8
Dylan Thomas,Clown In The Moon,"I think, that if I touched the earth",8
Dylan Thomas,Clown In The Moon,It would crumble;,4
Dylan Thomas,Clown In The Moon,It is so sad and beautiful,8
Dylan Thomas,Deaths And Entrances,On almost the incendiary eve,10
Dylan Thomas,Deaths And Entrances,Of several near deaths,6
Dylan Thomas,Deaths And Entrances,When one at the great least of your best loved,10
Dylan Thomas,Deaths And Entrances,And always known must leave,6
Dylan Thomas,Deaths And Entrances,Lions and fires of his flying breath,9
Dylan Thomas,Deaths And Entrances,Of your immortal friends,6
Dylan Thomas,Deaths And Entrances,Who'd raise the organs of the counted dust,10
Dylan Thomas,Deaths And Entrances,To shoot and sing your praise,6
Dylan Thomas,Deaths And Entrances,One who called deepest down shall hold his peace,10
Dylan Thomas,Deaths And Entrances,That cannot sink or cease,6
Dylan Thomas,Deaths And Entrances,Endlessly to his wound,6
Dylan Thomas,Deaths And Entrances,In many married London's estranging grief,11
Dylan Thomas,Deaths And Entrances,When at your lips and keys,6
Dylan Thomas,Deaths And Entrances,"Locking, unlocking, the murdered strangers weave",11
Dylan Thomas,Deaths And Entrances,One who is most unknown,6
Dylan Thomas,Deaths And Entrances,"Your polestar neighbour, sun of another street",11
Dylan Thomas,Deaths And Entrances,Will dive up to his tears,6
Dylan Thomas,Deaths And Entrances,He'll bathe his raining blood in the male sea,10
Dylan Thomas,Deaths And Entrances,Who strode for your own dead,6
Dylan Thomas,Deaths And Entrances,And wind his globe out of your water thread,10
Dylan Thomas,Deaths And Entrances,And load the throats of shells,6
Dylan Thomas,Deaths And Entrances,with every cry since light,6
Dylan Thomas,Deaths And Entrances,Flashed first across his thunderclapping eyes,10
Dylan Thomas,Deaths And Entrances,Of deaths and entrances,6
Dylan Thomas,Deaths And Entrances,When near and strange wounded on London's waves,10
Dylan Thomas,Deaths And Entrances,Have sought your single grave,6
Dylan Thomas,Deaths And Entrances,"One enemy, of many, who knows well",10
Dylan Thomas,Deaths And Entrances,Your heart is luminous,6
Dylan Thomas,Deaths And Entrances,"In the watched dark, quivering through locks and caves",11
Dylan Thomas,Deaths And Entrances,Will pull the thunderbolts,6
Dylan Thomas,Deaths And Entrances,"To shut the sun, plunge, mount your darkened keys",10
Dylan Thomas,Deaths And Entrances,And sear just riders back,6
Dylan Thomas,Deaths And Entrances,Until that one loved least,6
Dylan Thomas,Do Not Go Gentle Into That Good Night,Do not go gentle into that good night,10
Dylan Thomas,Do Not Go Gentle Into That Good Night,Old age should burn and rave at close of day; ,10
Dylan Thomas,Do Not Go Gentle Into That Good Night,"Rage, rage against the dying of the light",10
